experiment,contrast,tf,score,padj,n_targets,dose_label
CRISPR,Het_vs_WT,Bhlhe40,-0.15425212811808528,0.9575631022453308,27,CRISPR Het
CRISPR,Het_vs_WT,Jun,0.15364222271274283,0.9575631022453308,391,CRISPR Het
CRISPR,Het_vs_WT,Mzf1,-0.15515481312563054,0.9575631022453308,16,CRISPR Het
CRISPR,Het_vs_WT,Myrf,-0.15125841060216408,0.9579418897628784,7,CRISPR Het
CRISPR,Het_vs_WT,Fezf2,0.14641618754532865,0.9593544006347656,6,CRISPR Het
CRISPR,Het_vs_WT,Smarcc1,-0.1457242233222636,0.9593544006347656,6,CRISPR Het
CRISPR,Het_vs_WT,Dot1l,-0.14310572630885052,0.9599312543869019,7,CRISPR Het
CRISPR,Het_vs_WT,Ppargc1a,-0.13910741242737598,0.961039662361145,23,CRISPR Het
CRISPR,Het_vs_WT,Zfpm1,-0.1379178162437848,0.961039662361145,9,CRISPR Het
CRISPR,Het_vs_WT,Ets1,-0.13460146850843216,0.9619494676589966,139,CRISPR Het
CRISPR,Het_vs_WT,Ncoa3,0.13101219155843502,0.9619494676589966,51,CRISPR Het
CRISPR,Het_vs_WT,Prdm1,-0.13193876194836143,0.9619494676589966,28,CRISPR Het
CRISPR,Het_vs_WT,Ascl1,0.111663704547527,0.9651393294334412,34,CRISPR Het
CRISPR,Het_vs_WT,Elk4,0.11339371601775677,0.9651393294334412,6,CRISPR Het
CRISPR,Het_vs_WT,Hdgf,0.11221611421289593,0.9651393294334412,5,CRISPR Het
CRISPR,Het_vs_WT,Mef2d,-0.12422273234340016,0.9651393294334412,18,CRISPR Het
CRISPR,Het_vs_WT,Nfia,-0.11380587400387503,0.9651393294334412,33,CRISPR Het
CRISPR,Het_vs_WT,Otx2,0.12252549841133024,0.9651393294334412,13,CRISPR Het
CRISPR,Het_vs_WT,Usf1,0.11259304332882838,0.9651393294334412,124,CRISPR Het
CRISPR,Het_vs_WT,Yy1,0.11410444440848537,0.9651393294334412,168,CRISPR Het
CRISPR,Het_vs_WT,Nr0b2,-0.10487829053399779,0.9691981077194214,64,CRISPR Het
CRISPR,Het_vs_WT,Dbp,0.09528269858710378,0.9739581942558289,20,CRISPR Het
CRISPR,Het_vs_WT,Esrrg,0.09542889353590837,0.9739581942558289,16,CRISPR Het
CRISPR,Het_vs_WT,Rorb,-0.09194446693265765,0.9740836024284363,5,CRISPR Het
CRISPR,Het_vs_WT,Vdr,0.09120912944598936,0.9740836024284363,82,CRISPR Het
CRISPR,Het_vs_WT,Atf4,-0.06194780624283099,0.9860054850578308,93,CRISPR Het
CRISPR,Het_vs_WT,Ctbp2,-0.05613463198322236,0.9860054850578308,9,CRISPR Het
CRISPR,Het_vs_WT,Dach1,0.060463189540041984,0.9860054850578308,5,CRISPR Het
CRISPR,Het_vs_WT,Elf1,0.054033516107570054,0.9860054850578308,42,CRISPR Het
CRISPR,Het_vs_WT,Foxc2,-0.05297197674343819,0.9860054850578308,9,CRISPR Het
CRISPR,Het_vs_WT,Gata2,0.06341477032755362,0.9860054850578308,45,CRISPR Het
CRISPR,Het_vs_WT,Gli1,0.06864878054987524,0.9860054850578308,125,CRISPR Het
CRISPR,Het_vs_WT,Hoxa10,-0.04919601346386538,0.9860054850578308,36,CRISPR Het
CRISPR,Het_vs_WT,Kdm5c,0.06345716366645941,0.9860054850578308,16,CRISPR Het
CRISPR,Het_vs_WT,Kdm5d,0.06345716366645941,0.9860054850578308,16,CRISPR Het
CRISPR,Het_vs_WT,Nfil3,0.06979436111330528,0.9860054850578308,17,CRISPR Het
CRISPR,Het_vs_WT,Nr1i3,0.053124601677518445,0.9860054850578308,26,CRISPR Het
CRISPR,Het_vs_WT,Runx3,0.05110051463025528,0.9860054850578308,44,CRISPR Het
CRISPR,Het_vs_WT,Satb2,-0.07210416833998902,0.9860054850578308,16,CRISPR Het
CRISPR,Het_vs_WT,Elk1,-0.044490705939340534,0.9866139888763428,47,CRISPR Het
CRISPR,Het_vs_WT,Pgr,-0.04569650873631562,0.9866139888763428,91,CRISPR Het
CRISPR,Het_vs_WT,Dlx4,-0.041396329990081665,0.986784040927887,24,CRISPR Het
CRISPR,Het_vs_WT,Klf1,0.040320949530900894,0.986784040927887,12,CRISPR Het
CRISPR,Het_vs_WT,Foxo1,0.029529477427133424,0.9879385828971863,185,CRISPR Het
CRISPR,Het_vs_WT,Hoxd1,0.02898907234819548,0.9879385828971863,6,CRISPR Het
CRISPR,Het_vs_WT,Irf3,0.031833684509245806,0.9879385828971863,52,CRISPR Het
CRISPR,Het_vs_WT,Irf4,-0.03154480210170661,0.9879385828971863,27,CRISPR Het
CRISPR,Het_vs_WT,Klf7,-0.036507127613022196,0.9879385828971863,6,CRISPR Het
CRISPR,Het_vs_WT,Fosl2,-0.017094197894914953,0.9959225654602051,25,CRISPR Het
CRISPR,Het_vs_WT,Sall2,0.015012827230010708,0.9959900379180908,6,CRISPR Het
CRISPR,Het_vs_WT,Kat6b,-0.010542130600796382,0.9963714480400085,6,CRISPR Het
CRISPR,Het_vs_WT,Stat5a,-0.012415354531285125,0.9963714480400085,121,CRISPR Het
CRISPR,Het_vs_WT,Aire,0.005315985463892159,0.9989551901817322,11,CRISPR Het
CRISPR,Het_vs_WT,Meis1,0.0015171664860146095,0.9996781349182129,8,CRISPR Het
CRISPR,Het_vs_WT,Ybx1,0.0004034411907758044,0.9996781349182129,70,CRISPR Het
CRISPR,KO_vs_WT,Zfp24,4.890668578255709,0.0006344158900901675,5,CRISPR KO
CRISPR,KO_vs_WT,Zbtb18,4.481713543397901,0.00233059492893517,7,CRISPR KO
CRISPR,KO_vs_WT,Barx2,-4.328342918456725,0.002534483792260289,12,CRISPR KO
CRISPR,KO_vs_WT,Tcf3,-4.312792481903606,0.002534483792260289,71,CRISPR KO
CRISPR,KO_vs_WT,Ebf1,-3.934621705735541,0.010461623780429363,13,CRISPR KO
CRISPR,KO_vs_WT,Nfya,-3.7934686550724233,0.01553379837423563,71,CRISPR KO
CRISPR,KO_vs_WT,Rara,-3.7384712224555754,0.016590319573879242,100,CRISPR KO
CRISPR,KO_vs_WT,Lef1,-3.5785990719911105,0.025678010657429695,59,CRISPR KO
CRISPR,KO_vs_WT,Srf,-3.5615634627220265,0.025678010657429695,73,CRISPR KO
CRISPR,KO_vs_WT,Srebf2,-3.5114027771038536,0.027938857674598694,51,CRISPR KO
CRISPR,KO_vs_WT,Pdx1,3.4782622406898724,0.02875382825732231,48,CRISPR KO
CRISPR,KO_vs_WT,Hopx,3.3639918382405036,0.030120616778731346,6,CRISPR KO
CRISPR,KO_vs_WT,Kdm5b,-3.3907153672597694,0.030120616778731346,22,CRISPR KO
CRISPR,KO_vs_WT,Mta1,-3.3644502891002417,0.030120616778731346,40,CRISPR KO
CRISPR,KO_vs_WT,Nsd2,-3.363640879614404,0.030120616778731346,7,CRISPR KO
CRISPR,KO_vs_WT,Tead1,3.3999596571882735,0.030120616778731346,22,CRISPR KO
CRISPR,KO_vs_WT,Pax7,-3.3186327772662296,0.033334095031023026,12,CRISPR KO
CRISPR,KO_vs_WT,Hnf1a,-3.2778909371383294,0.03639482706785202,45,CRISPR KO
CRISPR,KO_vs_WT,Nfyc,-3.184831915989318,0.042921315878629684,16,CRISPR KO
CRISPR,KO_vs_WT,Pitx2,-3.1966958743984715,0.042921315878629684,74,CRISPR KO
CRISPR,KO_vs_WT,Plag1,-3.212953626971729,0.042921315878629684,6,CRISPR KO
CRISPR,KO_vs_WT,Smad6,-3.1731642135307867,0.042921315878629684,14,CRISPR KO
CRISPR,KO_vs_WT,Atf3,-3.139816685654321,0.04438761994242668,77,CRISPR KO
CRISPR,KO_vs_WT,Zfhx3,3.137959940889458,0.04438761994242668,6,CRISPR KO
CRISPR,KO_vs_WT,Hnf4a,-3.114110755146287,0.04620950296521187,136,CRISPR KO
CRISPR,KO_vs_WT,Pax5,-3.0265083647655633,0.05956825613975525,41,CRISPR KO
CRISPR,KO_vs_WT,Gata5,2.9736643637563116,0.06436643749475479,13,CRISPR KO
CRISPR,KO_vs_WT,Smad1,-2.9826878756617288,0.06436643749475479,44,CRISPR KO
CRISPR,KO_vs_WT,Smad3,-2.969585870104807,0.06436643749475479,117,CRISPR KO
CRISPR,KO_vs_WT,Sp3,-2.954953132940884,0.06524773687124252,266,CRISPR KO
CRISPR,KO_vs_WT,Foxc1,-2.9347759729743905,0.06739527732133865,9,CRISPR KO
CRISPR,KO_vs_WT,Nr1d1,2.9241648920402823,0.0675554946064949,12,CRISPR KO
CRISPR,KO_vs_WT,Mlxipl,-2.903182286424245,0.07005966454744339,9,CRISPR KO
CRISPR,KO_vs_WT,Scx,-2.872095818404981,0.07291339337825775,7,CRISPR KO
CRISPR,KO_vs_WT,Tal1,-2.876270158730038,0.07291339337825775,57,CRISPR KO
CRISPR,KO_vs_WT,Isl1,-2.8138349785538814,0.08110133558511734,9,CRISPR KO
CRISPR,KO_vs_WT,Ncor2,-2.8119154274464297,0.08110133558511734,41,CRISPR KO
CRISPR,KO_vs_WT,Rest,2.8262792034667386,0.08110133558511734,29,CRISPR KO
CRISPR,KO_vs_WT,Erg,-2.7627234430601946,0.09196987748146057,34,CRISPR KO
CRISPR,KO_vs_WT,Sox17,2.748809875006961,0.09356505423784256,23,CRISPR KO
CRISPR,KO_vs_WT,Smad5,-2.710287374809826,0.10014770179986954,25,CRISPR KO
CRISPR,KO_vs_WT,Zmynd8,-2.715375481169579,0.10014770179986954,8,CRISPR KO
CRISPR,KO_vs_WT,Hes1,-2.6855154467809634,0.10451596230268478,60,CRISPR KO
CRISPR,KO_vs_WT,Nfyb,-2.6805507175834142,0.10451596230268478,28,CRISPR KO
CRISPR,KO_vs_WT,Msx2,-2.6520294558597928,0.10881983488798141,25,CRISPR KO
CRISPR,KO_vs_WT,Ybx3,2.656791081841029,0.10881983488798141,22,CRISPR KO
CRISPR,KO_vs_WT,Hoxb13,2.6150928139891767,0.11873669922351837,9,CRISPR KO
CRISPR,KO_vs_WT,Hesx1,2.5864702400517476,0.12131907045841217,13,CRISPR KO
CRISPR,KO_vs_WT,Id1,-2.588163427999754,0.12131907045841217,49,CRISPR KO
CRISPR,KO_vs_WT,Klf9,-2.5945943925257815,0.12131907045841217,16,CRISPR KO
CRISPR,KO_vs_WT,Rorb,-2.5720308875871853,0.1240154281258583,5,CRISPR KO
CRISPR,KO_vs_WT,Tfcp2,-2.520739728234617,0.14087551832199097,41,CRISPR KO
CRISPR,KO_vs_WT,Nfkbiz,-2.509813406338679,0.1409415900707245,5,CRISPR KO
CRISPR,KO_vs_WT,Pou3f2,2.507258779766749,0.1409415900707245,16,CRISPR KO
CRISPR,KO_vs_WT,Mkx,-2.4988416897318078,0.1416892409324646,5,CRISPR KO
CRISPR,KO_vs_WT,Smad2,-2.492493985848215,0.1416892409324646,68,CRISPR KO
CRISPR,KO_vs_WT,En1,2.4769398112086267,0.14541733264923096,7,CRISPR KO
CRISPR,KO_vs_WT,Runx2,-2.4623665876167493,0.14884914457798004,87,CRISPR KO
CRISPR,KO_vs_WT,Hif3a,2.4387039094361427,0.15626314282417297,5,CRISPR KO
CRISPR,KO_vs_WT,Nr1i2,-2.431438098102743,0.15677422285079956,148,CRISPR KO
CRISPR,KO_vs_WT,Srebf1,-2.4174888609604697,0.16024106740951538,91,CRISPR KO
CRISPR,KO_vs_WT,Esr1,-2.408706450447877,0.16150017082691193,396,CRISPR KO
CRISPR,KO_vs_WT,Myb,-2.3091119419855968,0.20784243941307068,117,CRISPR KO
CRISPR,KO_vs_WT,Ssrp1,2.2965094524552416,0.21152447164058685,81,CRISPR KO
CRISPR,KO_vs_WT,Nr1h3,-2.2890754755824925,0.21238861978054047,73,CRISPR KO
CRISPR,KO_vs_WT,Nrg1,-2.2744679220682245,0.21734409034252167,29,CRISPR KO
CRISPR,KO_vs_WT,Kat6a,2.2603784590329474,0.21885709464550018,9,CRISPR KO
CRISPR,KO_vs_WT,Zfp148,2.2647700928418346,0.21885709464550018,20,CRISPR KO
CRISPR,KO_vs_WT,Hr,-2.2179972725950114,0.2338866889476776,55,CRISPR KO
CRISPR,KO_vs_WT,Notch1,-2.220003814944193,0.2338866889476776,40,CRISPR KO
CRISPR,KO_vs_WT,Zbtb33,2.2212933505901926,0.2338866889476776,8,CRISPR KO
CRISPR,KO_vs_WT,Bcl11a,-2.159619233252441,0.26028308272361755,7,CRISPR KO
CRISPR,KO_vs_WT,E2f1,2.161447103034573,0.26028308272361755,264,CRISPR KO
CRISPR,KO_vs_WT,Fhl2,2.1684242859058784,0.26028308272361755,6,CRISPR KO
CRISPR,KO_vs_WT,Elf2,2.144496828661824,0.2650993764400482,5,CRISPR KO
CRISPR,KO_vs_WT,Neurog3,-2.1364278777212804,0.2650993764400482,10,CRISPR KO
CRISPR,KO_vs_WT,Trp63,-2.1385504536246214,0.2650993764400482,143,CRISPR KO
CRISPR,KO_vs_WT,Nfkbib,2.1034798561071333,0.2839743196964264,12,CRISPR KO
CRISPR,KO_vs_WT,Neurod1,-2.0954471945439046,0.28597718477249146,26,CRISPR KO
CRISPR,KO_vs_WT,Prdm2,2.082092213174234,0.28819820284843445,8,CRISPR KO
CRISPR,KO_vs_WT,Thap11,2.0822690330724347,0.28819820284843445,6,CRISPR KO
CRISPR,KO_vs_WT,Smad4,-2.0672038389944367,0.2952103018760681,85,CRISPR KO
CRISPR,KO_vs_WT,Pou2f2,-2.0606107103335316,0.29552245140075684,18,CRISPR KO
CRISPR,KO_vs_WT,Stat3,-2.056841848136358,0.29552245140075684,280,CRISPR KO
CRISPR,KO_vs_WT,Rarb,-2.02974312325855,0.31176313757896423,36,CRISPR KO
CRISPR,KO_vs_WT,Mecom,-2.0187506828990585,0.3163546919822693,13,CRISPR KO
CRISPR,KO_vs_WT,Bach1,2.0036027515503614,0.3190903663635254,13,CRISPR KO
CRISPR,KO_vs_WT,Egr1,-1.973102261660593,0.3190903663635254,238,CRISPR KO
CRISPR,KO_vs_WT,Etv4,-1.9841422520501195,0.3190903663635254,46,CRISPR KO
CRISPR,KO_vs_WT,Hoxa1,-1.9962603272905493,0.3190903663635254,19,CRISPR KO
CRISPR,KO_vs_WT,Klf17,2.010070446427516,0.3190903663635254,5,CRISPR KO
CRISPR,KO_vs_WT,Nfe2,-1.9930795190343344,0.3190903663635254,8,CRISPR KO
CRISPR,KO_vs_WT,Nkx6-1,1.97582453634143,0.3190903663635254,5,CRISPR KO
CRISPR,KO_vs_WT,Pax6,-1.988955080485773,0.3190903663635254,83,CRISPR KO
CRISPR,KO_vs_WT,Runx1,-1.976301996841229,0.3190903663635254,111,CRISPR KO
CRISPR,KO_vs_WT,Rfx5,1.9657170375312,0.3212839663028717,7,CRISPR KO
CRISPR,KO_vs_WT,Irx1,1.959862941176974,0.3223568797111511,13,CRISPR KO
CRISPR,KO_vs_WT,Cdx1,1.941355539063124,0.32753288745880127,15,CRISPR KO
CRISPR,KO_vs_WT,Ciita,1.9313881305508602,0.32753288745880127,15,CRISPR KO
CRISPR,KO_vs_WT,Tbpl2,1.9368513002328942,0.32753288745880127,7,CRISPR KO
CRISPR,KO_vs_WT,Trp53,-1.9392610567885156,0.32753288745880127,754,CRISPR KO
CRISPR,KO_vs_WT,Zbtb14,1.9324450302157816,0.32753288745880127,6,CRISPR KO
CRISPR,KO_vs_WT,Hdac1,1.9195518205365931,0.3284667432308197,58,CRISPR KO
CRISPR,KO_vs_WT,Irf2,-1.917582539857622,0.3284667432308197,39,CRISPR KO
CRISPR,KO_vs_WT,Sp1,-1.924974566322539,0.3284667432308197,832,CRISPR KO
CRISPR,KO_vs_WT,Tgfb1i1,-1.9059475182738912,0.33104896545410156,12,CRISPR KO
CRISPR,KO_vs_WT,Thra,-1.908758801416093,0.33104896545410156,44,CRISPR KO
CRISPR,KO_vs_WT,Ep300,-1.8959396133632596,0.33557116985321045,45,CRISPR KO
CRISPR,KO_vs_WT,Relb,-1.8898516248754553,0.3368987441062927,33,CRISPR KO
CRISPR,KO_vs_WT,Snai1,-1.886145046812666,0.3368987441062927,68,CRISPR KO
CRISPR,KO_vs_WT,Dlx5,-1.8752709722262961,0.34219780564308167,21,CRISPR KO
CRISPR,KO_vs_WT,Tbpl1,1.8567499223957467,0.3536037504673004,23,CRISPR KO
CRISPR,KO_vs_WT,Bcl11b,1.8163706078292925,0.37313681840896606,16,CRISPR KO
CRISPR,KO_vs_WT,Hlf,-1.8246055256300746,0.37313681840896606,13,CRISPR KO
CRISPR,KO_vs_WT,Hoxa11,-1.8130002471596165,0.37313681840896606,6,CRISPR KO
CRISPR,KO_vs_WT,Hoxa5,-1.8254400592397706,0.37313681840896606,8,CRISPR KO
CRISPR,KO_vs_WT,Ttf1,-1.8207716150407351,0.37313681840896606,30,CRISPR KO
CRISPR,KO_vs_WT,Gata2,-1.808394724595904,0.3737529218196869,45,CRISPR KO
CRISPR,KO_vs_WT,Pou2f1,-1.793985535403653,0.38253703713417053,57,CRISPR KO
CRISPR,KO_vs_WT,Arid5b,-1.770098692931307,0.3891247510910034,5,CRISPR KO
CRISPR,KO_vs_WT,E2f4,-1.769724362200446,0.3891247510910034,157,CRISPR KO
CRISPR,KO_vs_WT,Maz,1.7712285895374629,0.3891247510910034,25,CRISPR KO
CRISPR,KO_vs_WT,Pou3f1,1.7672726053085241,0.3891247510910034,8,CRISPR KO
CRISPR,KO_vs_WT,Pura,-1.778251528675696,0.3891247510910034,15,CRISPR KO
CRISPR,KO_vs_WT,Bcl3,1.7463404441275407,0.40385857224464417,16,CRISPR KO
CRISPR,KO_vs_WT,Atoh1,1.692772517861088,0.4070097506046295,6,CRISPR KO
CRISPR,KO_vs_WT,Crebbp,-1.6996343115025474,0.4070097506046295,25,CRISPR KO
CRISPR,KO_vs_WT,E2f5,1.7187762509437272,0.4070097506046295,8,CRISPR KO
CRISPR,KO_vs_WT,Ehf,-1.707058098857388,0.4070097506046295,7,CRISPR KO
CRISPR,KO_vs_WT,Hmga1,-1.706098813841762,0.4070097506046295,43,CRISPR KO
CRISPR,KO_vs_WT,Hmga1b,-1.706098813841762,0.4070097506046295,43,CRISPR KO
CRISPR,KO_vs_WT,Hoxb7,-1.7359097853516938,0.4070097506046295,13,CRISPR KO
CRISPR,KO_vs_WT,Klf3,1.7240178403460351,0.4070097506046295,6,CRISPR KO
CRISPR,KO_vs_WT,Lmo2,1.7262483591578117,0.4070097506046295,16,CRISPR KO
CRISPR,KO_vs_WT,Mef2c,-1.707254705971263,0.4070097506046295,32,CRISPR KO
CRISPR,KO_vs_WT,Meox2,-1.6931022333935801,0.4070097506046295,5,CRISPR KO
CRISPR,KO_vs_WT,Nfe2l1,-1.7293899464706204,0.4070097506046295,6,CRISPR KO
CRISPR,KO_vs_WT,Smarcc1,-1.6997936148759383,0.4070097506046295,6,CRISPR KO
CRISPR,KO_vs_WT,Tbx2,1.7316305868456,0.4070097506046295,24,CRISPR KO
CRISPR,KO_vs_WT,Mbd1,-1.6880105232504434,0.4081670641899109,12,CRISPR KO
CRISPR,KO_vs_WT,Foxc2,-1.6823443173034986,0.41011670231819153,9,CRISPR KO
CRISPR,KO_vs_WT,Irf9,1.6755480736752668,0.4101705253124237,14,CRISPR KO
CRISPR,KO_vs_WT,Nfic,-1.6772311973150875,0.4101705253124237,42,CRISPR KO
CRISPR,KO_vs_WT,Smarcb1,-1.66230208613994,0.418717622756958,5,CRISPR KO
CRISPR,KO_vs_WT,Rxrb,1.6564688621977928,0.42089328169822693,7,CRISPR KO
CRISPR,KO_vs_WT,Elf3,-1.6036773758353962,0.42474129796028137,15,CRISPR KO
CRISPR,KO_vs_WT,Foxg1,1.6437298016416502,0.42474129796028137,12,CRISPR KO
CRISPR,KO_vs_WT,Gabpa,-1.6088939835356582,0.42474129796028137,23,CRISPR KO
CRISPR,KO_vs_WT,Hdac4,1.6404969424322675,0.42474129796028137,18,CRISPR KO
CRISPR,KO_vs_WT,Hdac5,1.600927927435146,0.42474129796028137,5,CRISPR KO
CRISPR,KO_vs_WT,Hinfp,1.6305334776530354,0.42474129796028137,9,CRISPR KO
CRISPR,KO_vs_WT,Hoxa13,-1.6333523177355576,0.42474129796028137,6,CRISPR KO
CRISPR,KO_vs_WT,Klf5,-1.6078231659695879,0.42474129796028137,50,CRISPR KO
CRISPR,KO_vs_WT,Klf6,1.621911210930917,0.42474129796028137,35,CRISPR KO
CRISPR,KO_vs_WT,Ppara,-1.642031067569668,0.42474129796028137,158,CRISPR KO
CRISPR,KO_vs_WT,Sp4,-1.6199524685909565,0.42474129796028137,35,CRISPR KO
CRISPR,KO_vs_WT,Tcf4,-1.608626364645937,0.42474129796028137,34,CRISPR KO
CRISPR,KO_vs_WT,Yap1,1.6253588122957707,0.42474129796028137,8,CRISPR KO
CRISPR,KO_vs_WT,Zbtb16,-1.612116344148234,0.42474129796028137,40,CRISPR KO
CRISPR,KO_vs_WT,Zbtb7b,-1.631339685997986,0.42474129796028137,7,CRISPR KO
CRISPR,KO_vs_WT,Zfpm2,-1.6057035841881406,0.42474129796028137,9,CRISPR KO
CRISPR,KO_vs_WT,Dmtf1,1.587422862476348,0.43007656931877136,16,CRISPR KO
CRISPR,KO_vs_WT,Dmtf1l,1.587422862476348,0.43007656931877136,16,CRISPR KO
CRISPR,KO_vs_WT,Hdac9,-1.5855933039953662,0.43007656931877136,15,CRISPR KO
CRISPR,KO_vs_WT,Ewsr1,1.5773430627803326,0.43221786618232727,42,CRISPR KO
CRISPR,KO_vs_WT,Nr0b1,-1.577082430952814,0.43221786618232727,24,CRISPR KO
CRISPR,KO_vs_WT,Zfp236,1.5733141175537235,0.43288400769233704,5,CRISPR KO
CRISPR,KO_vs_WT,Hsf4,1.56954485652379,0.433562308549881,8,CRISPR KO
CRISPR,KO_vs_WT,Nab2,1.5635720099518486,0.4361635446548462,5,CRISPR KO
CRISPR,KO_vs_WT,Tcf7l2,-1.559338067638105,0.4372680187225342,86,CRISPR KO
CRISPR,KO_vs_WT,Elk3,1.5490944068725676,0.4436386823654175,16,CRISPR KO
CRISPR,KO_vs_WT,Prrx1,-1.5457238610265394,0.444010853767395,6,CRISPR KO
CRISPR,KO_vs_WT,Tbx18,-1.5413168916032036,0.44530415534973145,6,CRISPR KO
CRISPR,KO_vs_WT,Ets1,-1.5286412266435305,0.4501464068889618,139,CRISPR KO
CRISPR,KO_vs_WT,Gtf2ird1,1.5314863546651747,0.4501464068889618,7,CRISPR KO
CRISPR,KO_vs_WT,Smad7,1.5270815904416413,0.4501464068889618,46,CRISPR KO
CRISPR,KO_vs_WT,Trim28,-1.5218834097943235,0.4521850049495697,8,CRISPR KO
CRISPR,KO_vs_WT,Patz1,-1.5151792807617195,0.45557406544685364,8,CRISPR KO
CRISPR,KO_vs_WT,Hoxc6,1.5102494385122116,0.45740318298339844,11,CRISPR KO
CRISPR,KO_vs_WT,Ncoa1,-1.5072362564081319,0.4575367569923401,54,CRISPR KO
CRISPR,KO_vs_WT,Myc,-1.5021097298639032,0.4595623016357422,712,CRISPR KO
CRISPR,KO_vs_WT,Arid4b,-1.498525600021099,0.4602239429950714,5,CRISPR KO
CRISPR,KO_vs_WT,Foxo1,1.4907829004128375,0.4646138846874237,185,CRISPR KO
CRISPR,KO_vs_WT,Pou2f3,1.483896009629236,0.46826407313346863,5,CRISPR KO
CRISPR,KO_vs_WT,Arx,-1.4685825203054834,0.47703778743743896,17,CRISPR KO
CRISPR,KO_vs_WT,Smarca5,1.4689754219858144,0.47703778743743896,8,CRISPR KO
CRISPR,KO_vs_WT,Ascl2,-1.4543267314168296,0.4858609437942505,5,CRISPR KO
CRISPR,KO_vs_WT,Zeb1,-1.4533498944594112,0.4858609437942505,36,CRISPR KO
CRISPR,KO_vs_WT,Rxrg,-1.4504284900287272,0.48597684502601624,5,CRISPR KO
CRISPR,KO_vs_WT,Stat2,1.4470417668295283,0.48653140664100647,29,CRISPR KO
CRISPR,KO_vs_WT,Bmal2,-1.439337360226341,0.48740696907043457,6,CRISPR KO
CRISPR,KO_vs_WT,Etv1,1.4329238654338352,0.48740696907043457,16,CRISPR KO
CRISPR,KO_vs_WT,Foxp3,1.4289635528770488,0.48740696907043457,36,CRISPR KO
CRISPR,KO_vs_WT,Gsc,1.411003456335134,0.48740696907043457,6,CRISPR KO
CRISPR,KO_vs_WT,Hoxa9,1.4334778075183456,0.48740696907043457,30,CRISPR KO
CRISPR,KO_vs_WT,Hoxd3,1.4110927717845385,0.48740696907043457,8,CRISPR KO
CRISPR,KO_vs_WT,Id2,-1.4133352485530069,0.48740696907043457,38,CRISPR KO
CRISPR,KO_vs_WT,Jarid2,-1.4101234211571643,0.48740696907043457,10,CRISPR KO
CRISPR,KO_vs_WT,Prdm4,1.4306583341032584,0.48740696907043457,6,CRISPR KO
CRISPR,KO_vs_WT,Preb,-1.4262191199185232,0.48740696907043457,11,CRISPR KO
CRISPR,KO_vs_WT,Tfdp1,1.4157989060554945,0.48740696907043457,34,CRISPR KO
CRISPR,KO_vs_WT,Usf1,-1.4412806200871817,0.48740696907043457,124,CRISPR KO
CRISPR,KO_vs_WT,Vhl,-1.416799896872462,0.48740696907043457,20,CRISPR KO
CRISPR,KO_vs_WT,Zfp382,1.4082080118740248,0.48740696907043457,10,CRISPR KO
CRISPR,KO_vs_WT,Kmt2b,-1.3953980588349195,0.49460479617118835,10,CRISPR KO
CRISPR,KO_vs_WT,Npm1,1.3917640761241032,0.49460479617118835,10,CRISPR KO
CRISPR,KO_vs_WT,Nr5a2,-1.3898171024469896,0.49460479617118835,24,CRISPR KO
CRISPR,KO_vs_WT,Pbrm1,1.3926479618448961,0.49460479617118835,6,CRISPR KO
CRISPR,KO_vs_WT,Esrra,-1.3870239263044728,0.49478021264076233,27,CRISPR KO
CRISPR,KO_vs_WT,Cebpd,-1.3748277858111428,0.5003872513771057,54,CRISPR KO
CRISPR,KO_vs_WT,Etv3,-1.3731317319349394,0.5003872513771057,11,CRISPR KO
CRISPR,KO_vs_WT,Gata3,-1.3774107639980537,0.5003872513771057,112,CRISPR KO
CRISPR,KO_vs_WT,Esr2,-1.361730669022043,0.5061567425727844,127,CRISPR KO
CRISPR,KO_vs_WT,Mxi1,1.3617139194253394,0.5061567425727844,8,CRISPR KO
CRISPR,KO_vs_WT,Tsc22d1,-1.3528867657046986,0.5119524002075195,6,CRISPR KO
CRISPR,KO_vs_WT,Btg2,1.3341206056481805,0.5205398797988892,6,CRISPR KO
CRISPR,KO_vs_WT,Hic1,-1.3258725384893553,0.5205398797988892,17,CRISPR KO
CRISPR,KO_vs_WT,Hipk2,1.3382296676343821,0.5205398797988892,9,CRISPR KO
CRISPR,KO_vs_WT,Mtf1,-1.3301916952604458,0.5205398797988892,24,CRISPR KO
CRISPR,KO_vs_WT,Spi1,-1.3329690544517085,0.5205398797988892,175,CRISPR KO
CRISPR,KO_vs_WT,Tbx3,1.338502537927173,0.5205398797988892,13,CRISPR KO
CRISPR,KO_vs_WT,Tcf20,-1.3220385400039476,0.5205398797988892,5,CRISPR KO
CRISPR,KO_vs_WT,Tfap2c,-1.3227270730158276,0.5205398797988892,18,CRISPR KO
CRISPR,KO_vs_WT,Usf2,-1.320878426844943,0.5205398797988892,68,CRISPR KO
CRISPR,KO_vs_WT,Tfam,-1.3018936414497486,0.5360338687896729,10,CRISPR KO
CRISPR,KO_vs_WT,Ar,-1.2600085895521747,0.5363773703575134,355,CRISPR KO
CRISPR,KO_vs_WT,Ctcf,-1.2632020175784568,0.5363773703575134,90,CRISPR KO
CRISPR,KO_vs_WT,Hoxb1,-1.2782508599712747,0.5363773703575134,5,CRISPR KO
CRISPR,KO_vs_WT,Kat7,1.2640604024015303,0.5363773703575134,55,CRISPR KO
