"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_id","external_gene_name","chromosome_name","start_position","end_position","gene_biotype","description"
"ENSMUSG00000105940",42.4320954486364,0.335405194004945,0.356547387164048,0.0932665290089856,0.266386621296816,"#N/A","Gm42635","5",57881735,57884305,"TEC","predicted gene 42635 [Source:MGI Symbol;Acc:MGI:5662772]"
"ENSMUSG00000030751",4811.29030940187,0.142510998792169,0.0884408094478149,0.0933693861745214,0.26663464209035,"26440","Psma1","7",113863841,113875353,"protein_coding","proteasome subunit alpha 1 [Source:MGI Symbol;Acc:MGI:1347005]"
"ENSMUSG00000085639",35.5646648647729,-0.335518565163444,0.340779367429039,0.0933978195378528,0.266670082444413,"108169085","Gm15410","5",148883402,148890003,"lncRNA","predicted gene 15410 [Source:MGI Symbol;Acc:MGI:3705241]"
"ENSMUSG00000085884",20.151347523779,0.319007535202196,0.406591638117594,0.0934500719771444,0.266773507361169,"#N/A","Gm15342","16",95837290,95839943,"lncRNA","predicted gene 15342 [Source:MGI Symbol;Acc:MGI:3705188]"
"ENSMUSG00000050271",460.941996337393,0.225854641230646,0.152724292271612,0.0934935136906973,0.266805992516165,"244418","Prag1","8",36561982,36614941,"protein_coding","PEAK1 related kinase activating pseudokinase 1 [Source:MGI Symbol;Acc:MGI:1196223]"
"ENSMUSG00000137391",25.9608604024558,0.33381275229683,0.371009589410058,0.0934777116347098,0.266805992516165,"#N/A","","3",104544590,104545798,"lncRNA","novel transcript"
"ENSMUSG00000047534",935.954652795804,0.196383351769745,0.127698104237775,0.0935568966273253,0.266941099017414,"217653","Mis18bp1","12",65179508,65219378,"protein_coding","MIS18 binding protein 1 [Source:MGI Symbol;Acc:MGI:2145099]"
"ENSMUSG00000034613",41.5551668495856,0.334545028133733,0.371247006515944,0.0936321516917129,0.267108679357174,"319468","Ppm1h","10",122514667,122781700,"protein_coding","protein phosphatase 1H (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2442087]"
"ENSMUSG00000084314",439.098853724831,0.197804654258775,0.129326374037947,0.0936477284172991,0.267108679357174,"#N/A","Rps15a-ps3","4",150931570,150931964,"processed_pseudogene","ribosomal protein S15A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3650886]"
"ENSMUSG00000110194",197.54907783742,0.24901341676725,0.175073596597016,0.0936649670681097,0.267112071095708,"#N/A","Gm7192","8",98950159,98951295,"processed_pseudogene","predicted gene 7192 [Source:MGI Symbol;Acc:MGI:3704115]"
"ENSMUSG00000033253",738.014195064105,-0.259874858640389,0.187456897530124,0.0937837207370792,0.267404910780745,"230676","Szt2","4",118219940,118266470,"protein_coding","SZT2 subunit of KICSTOR complex [Source:MGI Symbol;Acc:MGI:3033336]"
"ENSMUSG00000050954",148.417660850901,-0.286600195481059,0.22109653992228,0.0938695078891537,0.267512023938216,"67911","Zfp169","13",48641123,48666927,"protein_coding","zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]"
"ENSMUSG00000099662",26.6739600236204,0.334302649497152,0.364808561948011,0.0938404458011465,0.267512023938216,"#N/A","Ppp1r2-ps2","6",90882801,90883435,"processed_pseudogene","protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3647847]"
"ENSMUSG00000112994",22.8774556993991,0.308374705897003,0.416209634012775,0.0938672965820442,0.267512023938216,"#N/A","Gm46312","12",18335573,18336535,"processed_pseudogene","predicted gene, 46312 [Source:MGI Symbol;Acc:MGI:5825949]"
"ENSMUSG00000078656",8.5839662974463,-0.242269760304905,0.408471715816242,0.093898602768288,0.267549126155216,"28084","Vps25","11",101144533,101150375,"protein_coding","vacuolar protein sorting 25 [Source:MGI Symbol;Acc:MGI:106354]"
"ENSMUSG00000021643",104.70104518591,-0.284415555390444,0.217691040158695,0.0939605666172142,0.267667493190532,"20365","Serf1","13",100244520,100251079,"protein_coding","small EDRK-rich factor 1 [Source:MGI Symbol;Acc:MGI:1337114]"
"ENSMUSG00000133019",26.4443223189192,-0.305398906982268,0.412722671477599,0.0939723104435666,0.267667493190532,"#N/A","","18",60750111,60755091,"lncRNA","novel transcript, sense intronic to Synpo"
"ENSMUSG00000032309",813.717411513922,-0.232219132713421,0.159509501935557,0.0941674385556848,0.268177392176978,"71999","Fbxo22","9",55116209,55131717,"protein_coding","F-box protein 22 [Source:MGI Symbol;Acc:MGI:1926014]"
"ENSMUSG00000020803",2419.93485354369,-0.191470643255203,0.12472111466239,0.0943364413293114,0.268612727637935,"52700","Txndc17","11",72098373,72100841,"protein_coding","thioredoxin domain containing 17 [Source:MGI Symbol;Acc:MGI:1289248]"
"ENSMUSG00000080776",877.381900809729,0.182571203845628,0.117531272456861,0.0944409092832688,0.26883383779152,"#N/A","Gm12174","11",46618645,46619457,"processed_pseudogene","predicted gene 12174 [Source:MGI Symbol;Acc:MGI:3651722]"
"ENSMUSG00000085862",29.7757241684555,-0.333735201260436,0.35845647693111,0.094446400863247,0.26883383779152,"100502624","Gm13483","2",50186458,50373706,"lncRNA","predicted gene 13483 [Source:MGI Symbol;Acc:MGI:3651423]"
"ENSMUSG00000034993",6297.36122635031,-0.18074654824105,0.117419268585486,0.0944641438401738,0.268838362847471,"26949","Vat1","11",101349571,101357056,"protein_coding","vesicle amine transport 1 [Source:MGI Symbol;Acc:MGI:1349450]"
"ENSMUSG00000038902",2007.96981173309,0.181569174114983,0.116781012952506,0.0945071777210702,0.26887908327333,"229584","Pogz","3",94744878,94789637,"protein_coding","pogo transposable element with ZNF domain [Source:MGI Symbol;Acc:MGI:2442117]"
"ENSMUSG00000092559",7.79609777647898,-0.187863332431385,0.38017619667015,0.0945269191991979,0.26887908327333,"#N/A","Gm20475","5",48163099,48165280,"lncRNA","predicted gene 20475 [Source:MGI Symbol;Acc:MGI:5141940]"
"ENSMUSG00000103622",56.8716612487055,0.331860528417926,0.325630384102927,0.0945194399349408,0.26887908327333,"78575","B430319G15Rik","9",92420854,92424922,"TEC","RIKEN cDNA B430319G15 gene [Source:MGI Symbol;Acc:MGI:3603454]"
"ENSMUSG00000041483",1052.14370349046,0.199044230380235,0.130692339192583,0.0945525512530312,0.268906033920745,"226442","Zfp281","1",136552639,136557791,"protein_coding","zinc finger protein 281 [Source:MGI Symbol;Acc:MGI:3029290]"
"ENSMUSG00000073733",26.3926838981538,-0.332971911523561,0.364912347198452,0.0946056352909637,0.269011035049976,"76166","Cplane2","4",140941267,140954067,"protein_coding","ciliogenesis and planar polarity effector 2 [Source:MGI Symbol;Acc:MGI:1923416]"
"ENSMUSG00000040249",10770.4010569927,-0.284875977349155,0.219947889098354,0.0946264911049717,0.26902437503588,"16971","Lrp1","10",127374030,127457017,"protein_coding","low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828]"
"ENSMUSG00000027012",3245.22967446508,0.157159174063023,0.0989714249229544,0.094657382435404,0.269066236698963,"13427","Dync1i2","2",71042050,71093647,"protein_coding","dynein cytoplasmic 1 intermediate chain 2 [Source:MGI Symbol;Acc:MGI:107750]"
"ENSMUSG00000036241",2807.26896778554,0.17196818917706,0.109705921569916,0.0947253987911553,0.269213594959221,"67615","Ube2r2","4",41135743,41193380,"protein_coding","ubiquitin-conjugating enzyme E2R 2 [Source:MGI Symbol;Acc:MGI:1914865]"
"ENSMUSG00000020925",960.74919998854,-0.20994465923054,0.140058072372997,0.0947478107164239,0.269231315307059,"52715","Ccdc43","11",102575512,102588608,"protein_coding","coiled-coil domain containing 43 [Source:MGI Symbol;Acc:MGI:1289318]"
"ENSMUSG00000020124",2842.43068345148,0.199205338013215,0.13073253424883,0.0948108636305597,0.269364493582008,"14479","Usp15","10",122940911,123032900,"protein_coding","ubiquitin specific peptidase 15 [Source:MGI Symbol;Acc:MGI:101857]"
"ENSMUSG00000037949",876.135275560105,0.191605049332938,0.125038176006537,0.0948463265721535,0.269419254674919,"102566","Ano10","9",122004940,122123489,"protein_coding","anoctamin 10 [Source:MGI Symbol;Acc:MGI:2143103]"
"ENSMUSG00000020331",105.346349346298,-0.280166563249452,0.213067806978692,0.0949287076606879,0.269607249419254,"15166","Hcn2","10",79552468,79571942,"protein_coding","hyperpolarization-activated, cyclic nucleotide-gated K+ 2 [Source:MGI Symbol;Acc:MGI:1298210]"
"ENSMUSG00000024248",1846.00505433751,0.162292114566741,0.10272753059963,0.0949485790095708,0.269617676242328,"20463","Cox7a2l","17",83809347,83824759,"protein_coding","cytochrome c oxidase subunit 7A2 like [Source:MGI Symbol;Acc:MGI:106015]"
"ENSMUSG00000026150",1716.2603135603,0.152542503029425,0.0957876671685328,0.0949877372562667,0.269636860166476,"75734","Mff","1",82702611,82730115,"protein_coding","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]"
"ENSMUSG00000038982",314.822092692202,-0.238223451150527,0.165793548789643,0.0949870131791168,0.269636860166476,"17828","Bloc1s5","13",38776818,38819085,"protein_coding","biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:MGI Symbol;Acc:MGI:2178598]"
"ENSMUSG00000016946",1302.8523574902,0.206082459161968,0.136546478258112,0.0950603646489939,0.269797006966781,"69259","Kctd5","17",24266708,24292459,"protein_coding","potassium channel tetramerisation domain containing 5 [Source:MGI Symbol;Acc:MGI:1916509]"
"ENSMUSG00000047675",36285.3735674435,0.140445634782723,0.0875345357052453,0.0950924623443142,0.269842088797344,"20116, 100040298","Rps8","4",117011024,117013440,"protein_coding","ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]"
"ENSMUSG00000017615",3680.19043287549,-0.201532690323894,0.132915409819019,0.0951479415032964,0.269953493085469,"21927","Tnfaip1","11",78413676,78427158,"protein_coding","tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:MGI Symbol;Acc:MGI:104961]"
"ENSMUSG00000053181",7.50818862914077,-0.23054233295199,0.402284483595197,0.0952530838935201,0.27018127159629,"#N/A","A830005F24Rik","13",48667000,48668632,"lncRNA","RIKEN cDNA A830005F24 gene [Source:MGI Symbol;Acc:MGI:3045249]"
"ENSMUSG00000085337",22.2702209945743,0.326207374457551,0.390765372921229,0.0952607768521494,0.27018127159629,"#N/A","Gm15964","16",91408356,91431505,"lncRNA","predicted gene 15964 [Source:MGI Symbol;Acc:MGI:3802003]"
"ENSMUSG00000112546",403.303903458054,0.19640479178373,0.128748376979196,0.0952769262151431,0.27018127159629,"#N/A","Gm6992","12",31068217,31069823,"processed_pseudogene","predicted gene 6992 [Source:MGI Symbol;Acc:MGI:3647975]"
"ENSMUSG00000022833",294.511559201346,0.239672843286327,0.167021576224256,0.0952986922280912,0.270196956516545,"239839","Ccdc14","16",34510986,34545572,"protein_coding","coiled-coil domain containing 14 [Source:MGI Symbol;Acc:MGI:2443448]"
"ENSMUSG00000044948",30.8084422421268,0.33370018074567,0.349290193481546,0.0954046040345101,0.270447232825059,"100048534","Cfap43","19",47725296,47907726,"protein_coding","cilia and flagella associated protein 43 [Source:MGI Symbol;Acc:MGI:1289258]"
"ENSMUSG00000082195",109.561934683743,0.280616011229521,0.213769244558857,0.0954194647088113,0.270447232825059,"#N/A","Gm13034","4",146004322,146007498,"processed_pseudogene","predicted gene 13034 [Source:MGI Symbol;Acc:MGI:3650252]"
"ENSMUSG00000120863",213.698753435758,0.267499524140616,0.197004281668881,0.0954888461723419,0.27059779786247,"#N/A","Gm56582","13",54729502,54730578,"lncRNA","predicted gene, 56582 [Source:MGI Symbol;Acc:MGI:7337078]"
"ENSMUSG00000030717",276.06147668214,0.282392089260705,0.217278965768575,0.0956280765337083,0.270946216845507,"56312","Nupr1","7",126222421,126230033,"protein_coding","nuclear protein transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1891834]"
"ENSMUSG00000061286",939.059740747518,-0.228806552200249,0.158489259225065,0.0957250548484133,0.271174823462492,"27998","Exosc5","7",25358589,25370793,"protein_coding","exosome component 5 [Source:MGI Symbol;Acc:MGI:107889]"
"ENSMUSG00000017478",4587.93035965989,0.176220635763587,0.113218026200778,0.0958755067515619,0.271517097275946,"76014","Zc3h18","8",123103348,123144099,"protein_coding","zinc finger CCCH-type containing 18 [Source:MGI Symbol;Acc:MGI:1923264]"
"ENSMUSG00000046675",516.885145282754,0.248833895092962,0.176629013865435,0.0958785063204192,0.271517097275946,"320351","Lyset","12",102710021,102713820,"protein_coding","lysosomal enzyme trafficking factor [Source:MGI Symbol;Acc:MGI:2443862]"
"ENSMUSG00000110882",14.625841783761,0.304895905017176,0.412547979576349,0.0959323171787757,0.271623265533577,"#N/A","Gm7642","9",15555579,15557387,"processed_pseudogene","predicted gene 7642 [Source:MGI Symbol;Acc:MGI:3646872]"
"ENSMUSG00000041654",1175.38274371953,-0.272642700395045,0.20492075994713,0.0959900082920951,0.271699968598151,"69806","Slc39a11","11",113135679,113540905,"protein_coding","solute carrier family 39 (metal ion transporter), member 11 [Source:MGI Symbol;Acc:MGI:1917056]"
"ENSMUSG00000095993",57.8100511357734,0.322841857465414,0.293603231085946,0.0959920576432813,0.271699968598151,"#N/A","Gm21060","19",61278278,61302211,"lncRNA","predicted gene, 21060 [Source:MGI Symbol;Acc:MGI:5434415]"
"ENSMUSG00000032185",2534.1206677962,-0.182376613823553,0.117846732597775,0.0960318202513436,0.271766295603318,"59035","Carm1","9",21458190,21503919,"protein_coding","coactivator-associated arginine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913208]"
"ENSMUSG00000036572",289.440491606128,-0.23551625573278,0.163860431063429,0.0961056139866418,0.271914129915158,"68134","Upf3b","X",36355331,36373975,"protein_coding","UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:MGI Symbol;Acc:MGI:1915384]"
"ENSMUSG00000040097",793.510387457864,-0.185458362787821,0.120700533900665,0.0961167353416377,0.271914129915158,"224613","Flywch1","17",23971767,23990576,"protein_coding","FLYWCH-type zinc finger 1 [Source:MGI Symbol;Acc:MGI:2442638]"
"ENSMUSG00000023348",2247.33261325352,0.163273507884572,0.103790479704922,0.096164274175218,0.272002381899754,"22051","Trip6","5",137307916,137312666,"protein_coding","thyroid hormone receptor interactor 6 [Source:MGI Symbol;Acc:MGI:1343458]"
"ENSMUSG00000037525",251.804623572586,-0.28887428404423,0.227571223108064,0.096214697620332,0.272098761681425,"75284","Bcdin3d","15",99367960,99372611,"protein_coding","BCDIN3 domain containing [Source:MGI Symbol;Acc:MGI:1922534]"
"ENSMUSG00000031834",3763.79301878252,-0.226874494702123,0.155760149950619,0.0962315021752067,0.272100049388713,"18709","Pik3r2","8",71220820,71229357,"protein_coding","phosphoinositide-3-kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1098772]"
"ENSMUSG00000042626",5071.86225116778,0.163260000314535,0.104742949485919,0.0963190104610007,0.272301221522411,"20416","Shc1","3",89325750,89337334,"protein_coding","src homology 2 domain-containing transforming protein C1 [Source:MGI Symbol;Acc:MGI:98296]"
"ENSMUSG00000034543",2519.49145263814,-0.206271270180024,0.137481206568401,0.0965081977022618,0.272789730699515,"74522","Morc2a","11",3599191,3640477,"protein_coding","microrchidia 2A [Source:MGI Symbol;Acc:MGI:1921772]"
"ENSMUSG00000023452",747.068190135092,-0.205628452350503,0.137127343144796,0.0965480139981354,0.272855934279329,"320951","Pisd","5",32893645,32942990,"protein_coding","phosphatidylserine decarboxylase [Source:MGI Symbol;Acc:MGI:2445114]"
"ENSMUSG00000038141",863.648351865528,-0.198178667895285,0.130827145592544,0.0965645451795755,0.272856320105887,"77106","Tmem181a","17",6307135,6358589,"protein_coding","transmembrane protein 181A [Source:MGI Symbol;Acc:MGI:1924356]"
"ENSMUSG00000069302",13.7131660093258,-0.204698322753355,0.388217383243098,0.0966669206849037,0.273099229495646,"319168","H2ac12","13",22219334,22219738,"protein_coding","H2A clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448295]"
"ENSMUSG00000073236",53.7592895585991,0.313270297662617,0.273245921656499,0.0968229860533,0.273493712981173,"#N/A","2500004C02Rik","2",153183077,153188045,"lncRNA","RIKEN cDNA 2500004C02 gene [Source:MGI Symbol;Acc:MGI:1919576]"
"ENSMUSG00000067189",22.4491777602401,0.317297945959073,0.398719583550753,0.0969425271970392,0.273784910935062,"#N/A","Gm7335","17",38024443,38024815,"processed_pseudogene","predicted gene 7335 [Source:MGI Symbol;Acc:MGI:3644473]"
"ENSMUSG00000030172",1227.98790724704,0.178714293904284,0.116365120883243,0.0969885501438094,0.273868415344998,"111173","Erc1","6",119547757,119825128,"protein_coding","ELKS/RAB6-interacting/CAST family member 1 [Source:MGI Symbol;Acc:MGI:2151013]"
"ENSMUSG00000021660",8733.80433004577,0.153059318908221,0.0968085166766743,0.0970427337349929,0.273974930882356,"218490","Btf3","13",98446404,98453514,"protein_coding","basic transcription factor 3 [Source:MGI Symbol;Acc:MGI:1202875]"
"ENSMUSG00000028556",3865.65089070437,-0.164075370074268,0.105029899994201,0.0972177479885005,0.274282925881101,"67299","Dock7","4",98824908,99009152,"protein_coding","dedicator of cytokinesis 7 [Source:MGI Symbol;Acc:MGI:1914549]"
"ENSMUSG00000039137",258.669019561245,-0.239395508783628,0.168522390566411,0.0972033401436317,0.274282925881101,"73750","Whrn","4",63333147,63414228,"protein_coding","whirlin [Source:MGI Symbol;Acc:MGI:2682003]"
"ENSMUSG00000097471",36.4847005201529,0.32899401564826,0.327162983893809,0.097216520878026,0.274282925881101,"67765","5830432E09Rik","7",135237660,135254061,"lncRNA","RIKEN cDNA 5830432E09 gene [Source:MGI Symbol;Acc:MGI:1915015]"
"ENSMUSG00000121395",113.482791662386,-0.30977988099849,0.266556620024053,0.097172994278934,0.274282925881101,"#N/A","","17",6705923,6757893,"lncRNA","novel transcript"
"ENSMUSG00000002043",256.751278811338,-0.312327506294478,0.274758748274872,0.0972539779043495,0.274312486202971,"67091","Trappc6a","7",19242320,19250070,"protein_coding","trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]"
"ENSMUSG00000118841",6898.87775130549,0.23010871237021,0.158852490612551,0.0972611897544752,0.274312486202971,"103949","Rn7s2","12",69407956,69408255,"misc_RNA","7S RNA 2 [Source:MGI Symbol;Acc:MGI:97953]"
"ENSMUSG00000063439",192.083779277617,-0.267688777038137,0.19969164446416,0.0972845147399577,0.274331782246207,"232987","B9d2","7",25380205,25385983,"protein_coding","B9 protein domain 2 [Source:MGI Symbol;Acc:MGI:2387643]"
"ENSMUSG00000024896",1170.43144599101,0.263232629520673,0.193805078556538,0.0973689522999352,0.274401439201231,"17330","Minpp1","19",32463169,32492764,"protein_coding","multiple inositol polyphosphate histidine phosphatase 1 [Source:MGI Symbol;Acc:MGI:1336159]"
"ENSMUSG00000030243",584.88597840613,-0.199854361345944,0.132819048500106,0.0973606495437399,0.274401439201231,"19691","Recql","6",142296068,142332813,"protein_coding","RecQ protein-like [Source:MGI Symbol;Acc:MGI:103021]"
"ENSMUSG00000032000",309.935380838842,-0.269470459598173,0.202092171907268,0.0973751667321079,0.274401439201231,"11796","Birc3","9",7848700,7873187,"protein_coding","baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]"
"ENSMUSG00000096199",120.257940510699,0.294271233992197,0.236339168041014,0.0973602832994609,0.274401439201231,"69709","Ptrhd1","12",4284027,4289950,"protein_coding","peptidyl-tRNA hydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916959]"
"ENSMUSG00000020870",51.5324724086488,0.328654630861168,0.324774995311587,0.0974298351005224,0.274474773379081,"#N/A","Cdc34b","11",94632608,94633859,"protein_coding","cell division cycle 34B [Source:MGI Symbol;Acc:MGI:1858429]"
"ENSMUSG00000035151",349.72116239843,0.210773750979603,0.141793508460833,0.0974341741947733,0.274474773379081,"244548","Elmod2","8",84039261,84059115,"protein_coding","ELMO/CED-12 domain containing 2 [Source:MGI Symbol;Acc:MGI:2445165]"
"ENSMUSG00000025907",1379.67503710303,0.162659006671098,0.103825398481002,0.0974726456548386,0.274536679917664,"12421","Rb1cc1","1",6276421,6346872,"protein_coding","RB1-inducible coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1341850]"
"ENSMUSG00000027673",2535.85515560997,0.183637036907413,0.119165875514242,0.0975925733261164,0.27478145793716,"66046","Ndufb5","3",32791139,32805715,"protein_coding","NADH:ubiquinone oxidoreductase subunit B5 [Source:MGI Symbol;Acc:MGI:1913296]"
"ENSMUSG00000032187",6617.70187200261,-0.158573260541085,0.100306939508424,0.0975814409739892,0.27478145793716,"20586","Smarca4","9",21527465,21615526,"protein_coding","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]"
"ENSMUSG00000037466",393.181531199341,-0.204555325225298,0.136871453425745,0.0976531201901626,0.274901333840737,"104732","Tedc1","12",113120041,113129668,"protein_coding","tubulin epsilon and delta complex 1 [Source:MGI Symbol;Acc:MGI:2144738]"
"ENSMUSG00000047414",2357.07246421405,0.212835636640788,0.143614330541542,0.0976681840413555,0.274901333840737,"399558","Flrt2","12",95659000,95751989,"protein_coding","fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]"
"ENSMUSG00000048047",847.036266859318,0.188948532117395,0.124097567978632,0.0977287718608642,0.275025355103206,"56805","Zbtb33","X",37278670,37285923,"protein_coding","zinc finger and BTB domain containing 33 [Source:MGI Symbol;Acc:MGI:1927290]"
"ENSMUSG00000020901",31.2693613996381,0.295541583876797,0.411787210376067,0.0977824112686163,0.275129783726726,"320207","Pik3r5","11",68322947,68388675,"protein_coding","phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2443588]"
"ENSMUSG00000097039",528.407302686364,-0.214306757255437,0.145234524778782,0.0978103057398427,0.275161750917546,"19296","Pvt1","15",61888639,62249945,"lncRNA","Pvt1 oncogene [Source:MGI Symbol;Acc:MGI:97824]"
"ENSMUSG00000022708",1215.48212477296,-0.296491702393246,0.242598655486883,0.0978627040307522,0.275262630249081,"56490","Zbtb20","16",42696244,43462965,"protein_coding","zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]"
"ENSMUSG00000028669",574.458151797233,-0.207812493310561,0.139818846459299,0.0979795966300133,0.275498298143827,"66193","Pithd1","4",135702771,135714575,"protein_coding","PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913443]"
"ENSMUSG00000038206",484.762580701618,0.217418855668819,0.147952144541872,0.0979760018500999,0.275498298143827,"50753","Fbxo8","8",57004125,57046974,"protein_coding","F-box protein 8 [Source:MGI Symbol;Acc:MGI:1354696]"
"ENSMUSG00000038838",757.828940019993,0.191381772998207,0.126003804878161,0.0980286644813453,0.275589706581593,"68915","Vars2","17",35966526,35978484,"protein_coding","valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]"
"ENSMUSG00000032561",15.0677562565694,-0.24724354717173,0.40679893070706,0.0980568048977103,0.275622260414219,"56318","Acp3","9",104165450,104214947,"protein_coding","acid phosphatase 3 [Source:MGI Symbol;Acc:MGI:1928480]"
"ENSMUSG00000025950",1695.47335400016,0.211964331648619,0.144391060771686,0.0981378999653465,0.275666152187815,"15926","Idh1","1",65197775,65225659,"protein_coding","isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]"
"ENSMUSG00000028988",680.890882901232,0.225607063424108,0.155412988351849,0.0981001353549667,0.275666152187815,"67087","Ctnnbip1","4",149602693,149650894,"protein_coding","catenin beta interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915756]"
"ENSMUSG00000041977",1431.45783038533,-0.189588421528598,0.124840267505378,0.0981392558853656,0.275666152187815,"213498","Arhgef11","3",87524866,87645341,"protein_coding","Rho guanine nucleotide exchange factor 11 [Source:MGI Symbol;Acc:MGI:2441869]"
"ENSMUSG00000066595",571.388861672966,0.263044629861839,0.194403257352679,0.0981257326029847,0.275666152187815,"226844","Flvcr1","1",190738044,190758355,"protein_coding","feline leukemia virus subgroup C cellular receptor 1 [Source:MGI Symbol;Acc:MGI:2444881]"
"ENSMUSG00000121023",20.3230684615591,0.319940440462545,0.389224531396194,0.0981552375091624,0.275666152187815,"#N/A","Gm39193","8",71857992,71858607,"lncRNA","predicted gene, 39193 [Source:MGI Symbol;Acc:MGI:5622078]"
"ENSMUSG00000047146",31.8296360526605,-0.308706601082908,0.400928314864344,0.0981833244299797,0.275698509952447,"52463","Tet1","10",62640349,62744775,"protein_coding","tet methylcytosine dioxygenase 1 [Source:MGI Symbol;Acc:MGI:1098693]"
"ENSMUSG00000014077",1419.83984125701,0.182062167937669,0.118765100548803,0.0982678040993637,0.275850582949323,"56398","Chp1","2",119378178,119417508,"protein_coding","calcineurin-like EF hand protein 1 [Source:MGI Symbol;Acc:MGI:1927185]"
"ENSMUSG00000113743",33.9021112179878,-0.325066153170931,0.365420952255745,0.0982872052448167,0.275850582949323,"#N/A","Gm8712","13",96513438,96514138,"processed_pseudogene","predicted gene 8712 [Source:MGI Symbol;Acc:MGI:3644353]"
"ENSMUSG00000117910",72.8905379915462,-0.319930966372307,0.296959633286229,0.0982865803504982,0.275850582949323,"#N/A","Gm50174","18",65970358,65970546,"processed_pseudogene","predicted gene, 50174 [Source:MGI Symbol;Acc:MGI:6302945]"
"ENSMUSG00000022159",48.9577626397048,-0.317803882069026,0.287735964833499,0.0983473219672453,0.275881888961054,"76338","Rab2b","14",52499216,52517002,"protein_coding","RAB2B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923588]"
"ENSMUSG00000032318",24.0160891771943,-0.312559381764136,0.397722745640329,0.0983480891189049,0.275881888961054,"104360","Isl2","9",55445956,55453464,"protein_coding","insulin related protein 2 (islet 2) [Source:MGI Symbol;Acc:MGI:109156]"
"ENSMUSG00000130599",34.6291069759873,0.328184264061653,0.348206618081793,0.0983161237886062,0.275881888961054,"#N/A","","19",8680060,8685928,"lncRNA","novel transcript, antisense to Slc3a2"
"ENSMUSG00000010936",1983.15972613326,0.198595819255994,0.130223090317059,0.0984341025824024,0.276076637896684,"234729","Vac14","8",111345217,111447030,"protein_coding","Vac14 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2157980]"
"ENSMUSG00000081113",119.462076151524,0.287280692457833,0.227687113450592,0.098518427140358,0.276266585155346,"#N/A","Gm7308","6",127259026,127259472,"processed_pseudogene","predicted pseudogene 7308 [Source:MGI Symbol;Acc:MGI:3644558]"
"ENSMUSG00000021684",27.0014129345902,0.32000809050698,0.387811981627242,0.0985607980750416,0.276292296170274,"218461","Pde8b","13",95160962,95386844,"protein_coding","phosphodiesterase 8B [Source:MGI Symbol;Acc:MGI:2443999]"
"ENSMUSG00000029192",909.806007497834,0.191922210584671,0.126648679938231,0.0985578345704611,0.276292296170274,"100855","Tbc1d14","5",36647948,36750620,"protein_coding","TBC1 domain family, member 14 [Source:MGI Symbol;Acc:MGI:1098708]"
"ENSMUSG00000081562",70.0259132607937,-0.319166182865176,0.296150176918363,0.0986532184532251,0.276504802074272,"#N/A","Sec61g-ps2","1",60561998,60562225,"processed_pseudogene","SEC61 translocon subunit gamma, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3649592]"
"ENSMUSG00000086330",55.9487390355246,-0.319831333641093,0.296185618885437,0.0988133294675446,0.276879876403824,"69320","1700007J10Rik","11",59616646,59630987,"lncRNA","RIKEN cDNA 1700007J10 gene [Source:MGI Symbol;Acc:MGI:1916570]"
"ENSMUSG00000140457",728.009306652276,-0.150572416619345,0.360840699177223,0.0988203127944911,0.276879876403824,"#N/A","","2",22633932,22665381,"lncRNA","novel transcript, antisense to Apbb1ip"
